Sport,Discipline,Code,Sports Governing Body,Year,Event_Count
Volleyball,Indoor,VVO,FIVB,1968,2
Water Motorsports,,PBT,UIM,1968,0
Weightlifting,Weightlifting,WLF,IWF,1968,7
Wrestling,Freestyle,WRF,UWW,1968,8
Wrestling,Greco-Roman,WRG,UWW,1968,8
Skating,Figure,FSK,ISU,1968,0
Ice Hockey,Ice Hockey,IHO,IIHF,1968,0
Aquatics,Artistic Swimming,SWA,World Aquatics,1972,0
Aquatics,Diving,DIV,World Aquatics,1972,4
Aquatics,Marathon Swimming,OWS,World Aquatics,1972,0
Aquatics,Swimming,SWM,World Aquatics,1972,29
Aquatics,Water Polo,WPO,World Aquatics,1972,1
Archery,Archery,ARC,World Archery,1972,2
Athletics,Athletics,ATH,World Athletics,1972,38
Badminton,Badminton,BDM,BWF,1972,0
Baseball?and Softball,Baseball,BSB,WBSC,1972,0
Baseball?and Softball,Softball,SBL,WBSC,1972,0
Basketball,3x3,BK3,FIBA,1972,0
Basketball,Basketball,BKB,FIBA,1972,1
Basque Pelota,Basque Pelota,PEL,FIPV,1972,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,1972,11
Breaking,Breaking,BKG,WDSF,1972,0
Canoeing,Sprint,CSP,ICF,1972,7
Canoeing,Slalom,CSL,ICF,1972,4
Cricket,Cricket,CKT,ICC,1972,0
Croquet,Croquet,CQT,WCF,1972,0
Cycling,BMX Freestyle,BMF,UCI,1972,0
Cycling,BMX Racing,BMX,UCI,1972,0
Cycling,Mountain Bike,MTB,UCI,1972,0
Cycling,Road,CRD,UCI,1972,2
Cycling,Track,CTR,UCI,1972,5
Equestrian,Dressage,EDR,FEI,1972,2
Equestrian,Eventing,EVE,FEI,1972,2
Equestrian,Jumping,EJP,FEI,1972,2
Equestrian,Vaulting,EVL,FEI,1972,0
Equestrian,Driving,EDV,FEI,1972,0
Fencing,Fencing,FEN,FIE,1972,8
Field hockey,Field hockey,HOC,FIH,1972,1
Flag football,Flag football,AFB,IFAF,1972,0
Football,Football,FBL,FIFA,1972,1
Golf,Golf,GLF,IGF,1972,0
Gymnastics,Artistic,GAR,FIG,1972,14
Gymnastics,Rhythmic,GRY,FIG,1972,0
Gymnastics,Trampoline,GTR,FIG,1972,0
Handball,Indoor,HBL,IHF,1972,1
Handball,Field,HBL,IHF,1972,0
Jeu de Paume,Jeu de Paume,?,?,1972,0
Judo,Judo,JUD,IJF,1972,6
Karate,Karate,KTE,WKF,1972,0
Lacrosse,Sixes,LAX,WL,1972,0
Lacrosse,Field,LAX,WL,1972,0
Modern Pentathlon,,MPN,UIPM,1972,2
Polo,Polo,POL,FIP,1972,0
Rackets,Rackets,RQT,?,1972,0
Roque,Roque,?,?,1972,0
Rowing,Coastal,ROC,World Rowing,1972,0
Rowing,Rowing,ROW,World Rowing,1972,7
Rugby,Sevens,RU7,World Rugby,1972,0
Rugby,Union,RUG,World Rugby,1972,0
Sailing,Sailing,SAL,World Sailing,1972,6
Shooting,Shooting,SHO,ISSF,1972,8
Skateboarding,Skateboarding,SKB,World Skate,1972,0
Sport Climbing,Sport Climbing,CLB,IFSC,1972,0
Squash,Squash,SQU,WSF,1972,0
Surfing,Surfing,SRF,ISA,1972,0
Table Tennis,Table Tennis,TTE,ITTF,1972,0
Taekwondo,Taekwondo,TKW,World Taekwondo,1972,0
Tennis,Tennis,TEN,ITF,1972,0
Triathlon,Triathlon,TRI,World Triathlon,1972,0
Tug of War,Tug of War,TOW,TWIF,1972,0
Volleyball,Beach,VBV,FIVB,1972,0
Volleyball,Indoor,VVO,FIVB,1972,2
Water Motorsports,,PBT,UIM,1972,0
Weightlifting,Weightlifting,WLF,IWF,1972,9
Wrestling,Freestyle,WRF,UWW,1972,10
Wrestling,Greco-Roman,WRG,UWW,1972,10
Skating,Figure,FSK,ISU,1972,0
Ice Hockey,Ice Hockey,IHO,IIHF,1972,0
Aquatics,Artistic Swimming,SWA,World Aquatics,1976,0
Aquatics,Diving,DIV,World Aquatics,1976,4
Aquatics,Marathon Swimming,OWS,World Aquatics,1976,0
Aquatics,Swimming,SWM,World Aquatics,1976,26
Aquatics,Water Polo,WPO,World Aquatics,1976,1
Archery,Archery,ARC,World Archery,1976,2
Athletics,Athletics,ATH,World Athletics,1976,37
Badminton,Badminton,BDM,BWF,1976,0
Baseball?and Softball,Baseball,BSB,WBSC,1976,0
Baseball?and Softball,Softball,SBL,WBSC,1976,0
Basketball,3x3,BK3,FIBA,1976,0
Basketball,Basketball,BKB,FIBA,1976,2
Basque Pelota,Basque Pelota,PEL,FIPV,1976,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,1976,11
Breaking,Breaking,BKG,WDSF,1976,0
Canoeing,Sprint,CSP,ICF,1976,11
Canoeing,Slalom,CSL,ICF,1976,0
Cricket,Cricket,CKT,ICC,1976,0
Croquet,Croquet,CQT,WCF,1976,0
Cycling,BMX Freestyle,BMF,UCI,1976,0
Cycling,BMX Racing,BMX,UCI,1976,0
Cycling,Mountain Bike,MTB,UCI,1976,0
Cycling,Road,CRD,UCI,1976,2
Cycling,Track,CTR,UCI,1976,4
Equestrian,Dressage,EDR,FEI,1976,2
Equestrian,Eventing,EVE,FEI,1976,2
Equestrian,Jumping,EJP,FEI,1976,2
Equestrian,Vaulting,EVL,FEI,1976,0
Equestrian,Driving,EDV,FEI,1976,0
Fencing,Fencing,FEN,FIE,1976,8
Field hockey,Field hockey,HOC,FIH,1976,1
Flag football,Flag football,AFB,IFAF,1976,0
Football,Football,FBL,FIFA,1976,1
Golf,Golf,GLF,IGF,1976,0
Gymnastics,Artistic,GAR,FIG,1976,14
Gymnastics,Rhythmic,GRY,FIG,1976,0
Gymnastics,Trampoline,GTR,FIG,1976,0
Handball,Indoor,HBL,IHF,1976,2
Handball,Field,HBL,IHF,1976,0
Jeu de Paume,Jeu de Paume,?,?,1976,0
Judo,Judo,JUD,IJF,1976,6
Karate,Karate,KTE,WKF,1976,0
Lacrosse,Sixes,LAX,WL,1976,0
Lacrosse,Field,LAX,WL,1976,0
Modern Pentathlon,,MPN,UIPM,1976,2
Polo,Polo,POL,FIP,1976,0
Rackets,Rackets,RQT,?,1976,0
Roque,Roque,?,?,1976,0
Rowing,Coastal,ROC,World Rowing,1976,0
Rowing,Rowing,ROW,World Rowing,1976,14
Rugby,Sevens,RU7,World Rugby,1976,0
Rugby,Union,RUG,World Rugby,1976,0
Sailing,Sailing,SAL,World Sailing,1976,6
Shooting,Shooting,SHO,ISSF,1976,7
Skateboarding,Skateboarding,SKB,World Skate,1976,0
Sport Climbing,Sport Climbing,CLB,IFSC,1976,0
Squash,Squash,SQU,WSF,1976,0
Surfing,Surfing,SRF,ISA,1976,0
Table Tennis,Table Tennis,TTE,ITTF,1976,0
Taekwondo,Taekwondo,TKW,World Taekwondo,1976,0
Tennis,Tennis,TEN,ITF,1976,0
Triathlon,Triathlon,TRI,World Triathlon,1976,0
Tug of War,Tug of War,TOW,TWIF,1976,0
Volleyball,Beach,VBV,FIVB,1976,0
Volleyball,Indoor,VVO,FIVB,1976,2
Water Motorsports,,PBT,UIM,1976,0
Weightlifting,Weightlifting,WLF,IWF,1976,9
Wrestling,Freestyle,WRF,UWW,1976,10
Wrestling,Greco-Roman,WRG,UWW,1976,10
Skating,Figure,FSK,ISU,1976,0
Ice Hockey,Ice Hockey,IHO,IIHF,1976,0
Aquatics,Artistic Swimming,SWA,World Aquatics,1980,0
Aquatics,Diving,DIV,World Aquatics,1980,4
Aquatics,Marathon Swimming,OWS,World Aquatics,1980,0
Aquatics,Swimming,SWM,World Aquatics,1980,26
Aquatics,Water Polo,WPO,World Aquatics,1980,1
Archery,Archery,ARC,World Archery,1980,2
Athletics,Athletics,ATH,World Athletics,1980,38
Badminton,Badminton,BDM,BWF,1980,0
Baseball?and Softball,Baseball,BSB,WBSC,1980,0
Baseball?and Softball,Softball,SBL,WBSC,1980,0
Basketball,3x3,BK3,FIBA,1980,0
Basketball,Basketball,BKB,FIBA,1980,2
Basque Pelota,Basque Pelota,PEL,FIPV,1980,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,1980,11
Breaking,Breaking,BKG,WDSF,1980,0
Canoeing,Sprint,CSP,ICF,1980,11
Canoeing,Slalom,CSL,ICF,1980,0
Cricket,Cricket,CKT,ICC,1980,0
Croquet,Croquet,CQT,WCF,1980,0
Cycling,BMX Freestyle,BMF,UCI,1980,0
Cycling,BMX Racing,BMX,UCI,1980,0
Cycling,Mountain Bike,MTB,UCI,1980,0
Cycling,Road,CRD,UCI,1980,2
Cycling,Track,CTR,UCI,1980,4
Equestrian,Dressage,EDR,FEI,1980,2
Equestrian,Eventing,EVE,FEI,1980,2
Equestrian,Jumping,EJP,FEI,1980,2
Equestrian,Vaulting,EVL,FEI,1980,0
Equestrian,Driving,EDV,FEI,1980,0
Fencing,Fencing,FEN,FIE,1980,8
Field hockey,Field hockey,HOC,FIH,1980,2
Flag football,Flag football,AFB,IFAF,1980,0
Football,Football,FBL,FIFA,1980,1
Golf,Golf,GLF,IGF,1980,0
Gymnastics,Artistic,GAR,FIG,1980,14
Gymnastics,Rhythmic,GRY,FIG,1980,0
Gymnastics,Trampoline,GTR,FIG,1980,0
Handball,Indoor,HBL,IHF,1980,2
Handball,Field,HBL,IHF,1980,0
Jeu de Paume,Jeu de Paume,?,?,1980,0
Judo,Judo,JUD,IJF,1980,8
Karate,Karate,KTE,WKF,1980,0
Lacrosse,Sixes,LAX,WL,1980,0
Lacrosse,Field,LAX,WL,1980,0
Modern Pentathlon,,MPN,UIPM,1980,2
Polo,Polo,POL,FIP,1980,0
Rackets,Rackets,RQT,?,1980,0
Roque,Roque,?,?,1980,0
Rowing,Coastal,ROC,World Rowing,1980,0
Rowing,Rowing,ROW,World Rowing,1980,14
Rugby,Sevens,RU7,World Rugby,1980,0
Rugby,Union,RUG,World Rugby,1980,0
Sailing,Sailing,SAL,World Sailing,1980,6
Shooting,Shooting,SHO,ISSF,1980,7
Skateboarding,Skateboarding,SKB,World Skate,1980,0
Sport Climbing,Sport Climbing,CLB,IFSC,1980,0
Squash,Squash,SQU,WSF,1980,0
Surfing,Surfing,SRF,ISA,1980,0
Table Tennis,Table Tennis,TTE,ITTF,1980,0
Taekwondo,Taekwondo,TKW,World Taekwondo,1980,0
Tennis,Tennis,TEN,ITF,1980,0
Triathlon,Triathlon,TRI,World Triathlon,1980,0
Tug of War,Tug of War,TOW,TWIF,1980,0
Volleyball,Beach,VBV,FIVB,1980,0
Volleyball,Indoor,VVO,FIVB,1980,2
Water Motorsports,,PBT,UIM,1980,0
Weightlifting,Weightlifting,WLF,IWF,1980,10
Wrestling,Freestyle,WRF,UWW,1980,10
Wrestling,Greco-Roman,WRG,UWW,1980,10
Skating,Figure,FSK,ISU,1980,0
Ice Hockey,Ice Hockey,IHO,IIHF,1980,0
Aquatics,Artistic Swimming,SWA,World Aquatics,1984,2
Aquatics,Diving,DIV,World Aquatics,1984,4
Aquatics,Marathon Swimming,OWS,World Aquatics,1984,0
Aquatics,Swimming,SWM,World Aquatics,1984,29
Aquatics,Water Polo,WPO,World Aquatics,1984,1
Archery,Archery,ARC,World Archery,1984,2
Athletics,Athletics,ATH,World Athletics,1984,41
Badminton,Badminton,BDM,BWF,1984,0
Baseball?and Softball,Baseball,BSB,WBSC,1984,0
Baseball?and Softball,Softball,SBL,WBSC,1984,0
Basketball,3x3,BK3,FIBA,1984,0
Basketball,Basketball,BKB,FIBA,1984,2
Basque Pelota,Basque Pelota,PEL,FIPV,1984,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,1984,12
Breaking,Breaking,BKG,WDSF,1984,0
Canoeing,Sprint,CSP,ICF,1984,12
Canoeing,Slalom,CSL,ICF,1984,0
Cricket,Cricket,CKT,ICC,1984,0
Croquet,Croquet,CQT,WCF,1984,0
Cycling,BMX Freestyle,BMF,UCI,1984,0
Cycling,BMX Racing,BMX,UCI,1984,0
Cycling,Mountain Bike,MTB,UCI,1984,0
Cycling,Road,CRD,UCI,1984,3
Cycling,Track,CTR,UCI,1984,5
Equestrian,Dressage,EDR,FEI,1984,2
Equestrian,Eventing,EVE,FEI,1984,2
Equestrian,Jumping,EJP,FEI,1984,2
Equestrian,Vaulting,EVL,FEI,1984,0
Equestrian,Driving,EDV,FEI,1984,0
Fencing,Fencing,FEN,FIE,1984,8
Field hockey,Field hockey,HOC,FIH,1984,2
Flag football,Flag football,AFB,IFAF,1984,0
Football,Football,FBL,FIFA,1984,1
Golf,Golf,GLF,IGF,1984,0
Gymnastics,Artistic,GAR,FIG,1984,14
Gymnastics,Rhythmic,GRY,FIG,1984,1
Gymnastics,Trampoline,GTR,FIG,1984,0
Handball,Indoor,HBL,IHF,1984,2
Handball,Field,HBL,IHF,1984,0
Jeu de Paume,Jeu de Paume,?,?,1984,0
Judo,Judo,JUD,IJF,1984,8
Karate,Karate,KTE,WKF,1984,0
Lacrosse,Sixes,LAX,WL,1984,0
Lacrosse,Field,LAX,WL,1984,0
Modern Pentathlon,,MPN,UIPM,1984,2
Polo,Polo,POL,FIP,1984,0
Rackets,Rackets,RQT,?,1984,0
Roque,Roque,?,?,1984,0
Rowing,Coastal,ROC,World Rowing,1984,0
Rowing,Rowing,ROW,World Rowing,1984,14
Rugby,Sevens,RU7,World Rugby,1984,0
Rugby,Union,RUG,World Rugby,1984,0
Sailing,Sailing,SAL,World Sailing,1984,7
Shooting,Shooting,SHO,ISSF,1984,11
Skateboarding,Skateboarding,SKB,World Skate,1984,0
Sport Climbing,Sport Climbing,CLB,IFSC,1984,0
Squash,Squash,SQU,WSF,1984,0
Surfing,Surfing,SRF,ISA,1984,0
Table Tennis,Table Tennis,TTE,ITTF,1984,0
Taekwondo,Taekwondo,TKW,World Taekwondo,1984,0
Tennis,Tennis,TEN,ITF,1984,0
Triathlon,Triathlon,TRI,World Triathlon,1984,0
Tug of War,Tug of War,TOW,TWIF,1984,0
Volleyball,Beach,VBV,FIVB,1984,0
Volleyball,Indoor,VVO,FIVB,1984,2
Water Motorsports,,PBT,UIM,1984,0
Weightlifting,Weightlifting,WLF,IWF,1984,10
Wrestling,Freestyle,WRF,UWW,1984,10
Wrestling,Greco-Roman,WRG,UWW,1984,10
Skating,Figure,FSK,ISU,1984,0
Ice Hockey,Ice Hockey,IHO,IIHF,1984,0
Aquatics,Artistic Swimming,SWA,World Aquatics,1988,2
Aquatics,Diving,DIV,World Aquatics,1988,4
Aquatics,Marathon Swimming,OWS,World Aquatics,1988,0
Aquatics,Swimming,SWM,World Aquatics,1988,31
Aquatics,Water Polo,WPO,World Aquatics,1988,1
Archery,Archery,ARC,World Archery,1988,4
Athletics,Athletics,ATH,World Athletics,1988,42
Badminton,Badminton,BDM,BWF,1988,0
Baseball?and Softball,Baseball,BSB,WBSC,1988,0
Baseball?and Softball,Softball,SBL,WBSC,1988,0
Basketball,3x3,BK3,FIBA,1988,0
Basketball,Basketball,BKB,FIBA,1988,2
Basque Pelota,Basque Pelota,PEL,FIPV,1988,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,1988,12
Breaking,Breaking,BKG,WDSF,1988,0
Canoeing,Sprint,CSP,ICF,1988,12
Canoeing,Slalom,CSL,ICF,1988,0
Cricket,Cricket,CKT,ICC,1988,0
Croquet,Croquet,CQT,WCF,1988,0
Cycling,BMX Freestyle,BMF,UCI,1988,0
Cycling,BMX Racing,BMX,UCI,1988,0
Cycling,Mountain Bike,MTB,UCI,1988,0
Cycling,Road,CRD,UCI,1988,3
Cycling,Track,CTR,UCI,1988,6
Equestrian,Dressage,EDR,FEI,1988,2
Equestrian,Eventing,EVE,FEI,1988,2
Equestrian,Jumping,EJP,FEI,1988,2
Equestrian,Vaulting,EVL,FEI,1988,0
Equestrian,Driving,EDV,FEI,1988,0
Fencing,Fencing,FEN,FIE,1988,8
Field hockey,Field hockey,HOC,FIH,1988,2
Flag football,Flag football,AFB,IFAF,1988,0
Football,Football,FBL,FIFA,1988,1
Golf,Golf,GLF,IGF,1988,0
Gymnastics,Artistic,GAR,FIG,1988,14
Gymnastics,Rhythmic,GRY,FIG,1988,1
Gymnastics,Trampoline,GTR,FIG,1988,0
Handball,Indoor,HBL,IHF,1988,2
Handball,Field,HBL,IHF,1988,0
Jeu de Paume,Jeu de Paume,?,?,1988,0
Judo,Judo,JUD,IJF,1988,7
Karate,Karate,KTE,WKF,1988,0
Lacrosse,Sixes,LAX,WL,1988,0
Lacrosse,Field,LAX,WL,1988,0
Modern Pentathlon,,MPN,UIPM,1988,2
Polo,Polo,POL,FIP,1988,0
Rackets,Rackets,RQT,?,1988,0
Roque,Roque,?,?,1988,0
Rowing,Coastal,ROC,World Rowing,1988,0
Rowing,Rowing,ROW,World Rowing,1988,14
Rugby,Sevens,RU7,World Rugby,1988,0
Rugby,Union,RUG,World Rugby,1988,0
Sailing,Sailing,SAL,World Sailing,1988,8
Shooting,Shooting,SHO,ISSF,1988,13
Skateboarding,Skateboarding,SKB,World Skate,1988,0
Sport Climbing,Sport Climbing,CLB,IFSC,1988,0
Squash,Squash,SQU,WSF,1988,0
Surfing,Surfing,SRF,ISA,1988,0
Table Tennis,Table Tennis,TTE,ITTF,1988,4
Taekwondo,Taekwondo,TKW,World Taekwondo,1988,0
Tennis,Tennis,TEN,ITF,1988,4
Triathlon,Triathlon,TRI,World Triathlon,1988,0
Tug of War,Tug of War,TOW,TWIF,1988,0
Volleyball,Beach,VBV,FIVB,1988,0
Volleyball,Indoor,VVO,FIVB,1988,2
Water Motorsports,,PBT,UIM,1988,0
Weightlifting,Weightlifting,WLF,IWF,1988,10
Wrestling,Freestyle,WRF,UWW,1988,10
Wrestling,Greco-Roman,WRG,UWW,1988,10
Skating,Figure,FSK,ISU,1988,0
Ice Hockey,Ice Hockey,IHO,IIHF,1988,0
Aquatics,Artistic Swimming,SWA,World Aquatics,1992,2
Aquatics,Diving,DIV,World Aquatics,1992,4
Aquatics,Marathon Swimming,OWS,World Aquatics,1992,0
Aquatics,Swimming,SWM,World Aquatics,1992,31
Aquatics,Water Polo,WPO,World Aquatics,1992,1
Archery,Archery,ARC,World Archery,1992,4
Athletics,Athletics,ATH,World Athletics,1992,43
Badminton,Badminton,BDM,BWF,1992,4
Baseball?and Softball,Baseball,BSB,WBSC,1992,1
Baseball?and Softball,Softball,SBL,WBSC,1992,0
Basketball,3x3,BK3,FIBA,1992,0
Basketball,Basketball,BKB,FIBA,1992,2
Basque Pelota,Basque Pelota,PEL,FIPV,1992,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,1992,12
Breaking,Breaking,BKG,WDSF,1992,0
Canoeing,Sprint,CSP,ICF,1992,12
Canoeing,Slalom,CSL,ICF,1992,4
Cricket,Cricket,CKT,ICC,1992,0
Croquet,Croquet,CQT,WCF,1992,0
Cycling,BMX Freestyle,BMF,UCI,1992,0
Cycling,BMX Racing,BMX,UCI,1992,0
Cycling,Mountain Bike,MTB,UCI,1992,0
Cycling,Road,CRD,UCI,1992,3
Cycling,Track,CTR,UCI,1992,7
Equestrian,Dressage,EDR,FEI,1992,2
Equestrian,Eventing,EVE,FEI,1992,2
Equestrian,Jumping,EJP,FEI,1992,2
Equestrian,Vaulting,EVL,FEI,1992,0
Equestrian,Driving,EDV,FEI,1992,0
Fencing,Fencing,FEN,FIE,1992,8
Field hockey,Field hockey,HOC,FIH,1992,2
Flag football,Flag football,AFB,IFAF,1992,0
Football,Football,FBL,FIFA,1992,1
Golf,Golf,GLF,IGF,1992,0
Gymnastics,Artistic,GAR,FIG,1992,14
Gymnastics,Rhythmic,GRY,FIG,1992,1
Gymnastics,Trampoline,GTR,FIG,1992,0
Handball,Indoor,HBL,IHF,1992,2
Handball,Field,HBL,IHF,1992,0
Jeu de Paume,Jeu de Paume,?,?,1992,0
Judo,Judo,JUD,IJF,1992,14
Karate,Karate,KTE,WKF,1992,0
Lacrosse,Sixes,LAX,WL,1992,0
Lacrosse,Field,LAX,WL,1992,0
Modern Pentathlon,,MPN,UIPM,1992,2
Polo,Polo,POL,FIP,1992,0
Rackets,Rackets,RQT,?,1992,0
Roque,Roque,?,?,1992,0
Rowing,Coastal,ROC,World Rowing,1992,0
Rowing,Rowing,ROW,World Rowing,1992,14
Rugby,Sevens,RU7,World Rugby,1992,0
Rugby,Union,RUG,World Rugby,1992,0
Sailing,Sailing,SAL,World Sailing,1992,10
Shooting,Shooting,SHO,ISSF,1992,13
Skateboarding,Skateboarding,SKB,World Skate,1992,0
Sport Climbing,Sport Climbing,CLB,IFSC,1992,0
Squash,Squash,SQU,WSF,1992,0
Surfing,Surfing,SRF,ISA,1992,0
Table Tennis,Table Tennis,TTE,ITTF,1992,4
Taekwondo,Taekwondo,TKW,World Taekwondo,1992,0
Tennis,Tennis,TEN,ITF,1992,4
Triathlon,Triathlon,TRI,World Triathlon,1992,0
Tug of War,Tug of War,TOW,TWIF,1992,0
Volleyball,Beach,VBV,FIVB,1992,0
Volleyball,Indoor,VVO,FIVB,1992,2
Water Motorsports,,PBT,UIM,1992,0
Weightlifting,Weightlifting,WLF,IWF,1992,10
Wrestling,Freestyle,WRF,UWW,1992,10
Wrestling,Greco-Roman,WRG,UWW,1992,10
Skating,Figure,FSK,ISU,1992,0
Ice Hockey,Ice Hockey,IHO,IIHF,1992,0
Aquatics,Artistic Swimming,SWA,World Aquatics,1996,1
Aquatics,Diving,DIV,World Aquatics,1996,4
Aquatics,Marathon Swimming,OWS,World Aquatics,1996,0
Aquatics,Swimming,SWM,World Aquatics,1996,32
Aquatics,Water Polo,WPO,World Aquatics,1996,1
Archery,Archery,ARC,World Archery,1996,4
Athletics,Athletics,ATH,World Athletics,1996,44
Badminton,Badminton,BDM,BWF,1996,5
Baseball?and Softball,Baseball,BSB,WBSC,1996,1
Baseball?and Softball,Softball,SBL,WBSC,1996,1
Basketball,3x3,BK3,FIBA,1996,0
Basketball,Basketball,BKB,FIBA,1996,2
Basque Pelota,Basque Pelota,PEL,FIPV,1996,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,1996,12
Breaking,Breaking,BKG,WDSF,1996,0
Canoeing,Sprint,CSP,ICF,1996,12
Canoeing,Slalom,CSL,ICF,1996,4
Cricket,Cricket,CKT,ICC,1996,0
Croquet,Croquet,CQT,WCF,1996,0
Cycling,BMX Freestyle,BMF,UCI,1996,0
Cycling,BMX Racing,BMX,UCI,1996,0
Cycling,Mountain Bike,MTB,UCI,1996,2
Cycling,Road,CRD,UCI,1996,4
Cycling,Track,CTR,UCI,1996,8
Equestrian,Dressage,EDR,FEI,1996,2
Equestrian,Eventing,EVE,FEI,1996,2
Equestrian,Jumping,EJP,FEI,1996,2
Equestrian,Vaulting,EVL,FEI,1996,0
Equestrian,Driving,EDV,FEI,1996,0
Fencing,Fencing,FEN,FIE,1996,10
Field hockey,Field hockey,HOC,FIH,1996,2
Flag football,Flag football,AFB,IFAF,1996,0
Football,Football,FBL,FIFA,1996,2
Golf,Golf,GLF,IGF,1996,0
Gymnastics,Artistic,GAR,FIG,1996,14
Gymnastics,Rhythmic,GRY,FIG,1996,2
Gymnastics,Trampoline,GTR,FIG,1996,0
Handball,Indoor,HBL,IHF,1996,2
Handball,Field,HBL,IHF,1996,0
Jeu de Paume,Jeu de Paume,?,?,1996,0
Judo,Judo,JUD,IJF,1996,14
Karate,Karate,KTE,WKF,1996,0
Lacrosse,Sixes,LAX,WL,1996,0
Lacrosse,Field,LAX,WL,1996,0
Modern Pentathlon,,MPN,UIPM,1996,1
Polo,Polo,POL,FIP,1996,0
Rackets,Rackets,RQT,?,1996,0
Roque,Roque,?,?,1996,0
Rowing,Coastal,ROC,World Rowing,1996,0
Rowing,Rowing,ROW,World Rowing,1996,14
Rugby,Sevens,RU7,World Rugby,1996,0
Rugby,Union,RUG,World Rugby,1996,0
Sailing,Sailing,SAL,World Sailing,1996,10
Shooting,Shooting,SHO,ISSF,1996,15
Skateboarding,Skateboarding,SKB,World Skate,1996,0
Sport Climbing,Sport Climbing,CLB,IFSC,1996,0
Squash,Squash,SQU,WSF,1996,0
Surfing,Surfing,SRF,ISA,1996,0
Table Tennis,Table Tennis,TTE,ITTF,1996,4
Taekwondo,Taekwondo,TKW,World Taekwondo,1996,0
Tennis,Tennis,TEN,ITF,1996,4
Triathlon,Triathlon,TRI,World Triathlon,1996,0
Tug of War,Tug of War,TOW,TWIF,1996,0
Volleyball,Beach,VBV,FIVB,1996,2
Volleyball,Indoor,VVO,FIVB,1996,2
Water Motorsports,,PBT,UIM,1996,0
Weightlifting,Weightlifting,WLF,IWF,1996,10
Wrestling,Freestyle,WRF,UWW,1996,10
Wrestling,Greco-Roman,WRG,UWW,1996,10
Skating,Figure,FSK,ISU,1996,0
Ice Hockey,Ice Hockey,IHO,IIHF,1996,0
Aquatics,Artistic Swimming,SWA,World Aquatics,2000,2
Aquatics,Diving,DIV,World Aquatics,2000,8
Aquatics,Marathon Swimming,OWS,World Aquatics,2000,0
Aquatics,Swimming,SWM,World Aquatics,2000,32
Aquatics,Water Polo,WPO,World Aquatics,2000,2
Archery,Archery,ARC,World Archery,2000,4
Athletics,Athletics,ATH,World Athletics,2000,46
Badminton,Badminton,BDM,BWF,2000,5
Baseball?and Softball,Baseball,BSB,WBSC,2000,1
Baseball?and Softball,Softball,SBL,WBSC,2000,1
Basketball,3x3,BK3,FIBA,2000,0
Basketball,Basketball,BKB,FIBA,2000,2
Basque Pelota,Basque Pelota,PEL,FIPV,2000,0
Boxing,Boxing,BOX,No body recognised AIBA/IBA,2000,12
Breaking,Breaking,BKG,WDSF,2000,0
Canoeing,Sprint,CSP,ICF,2000,12
Canoeing,Slalom,CSL,ICF,2000,4
Cricket,Cricket,CKT,ICC,2000,0
Croquet,Croquet,CQT,WCF,2000,0
Cycling,BMX Freestyle,BMF,UCI,2000,0
Cycling,BMX Racing,BMX,UCI,2000,0
Cycling,Mountain Bike,MTB,UCI,2000,2
Cycling,Road,CRD,UCI,2000,4
Cycling,Track,CTR,UCI,2000,12
Equestrian,Dressage,EDR,FEI,2000,2
Equestrian,Eventing,EVE,FEI,2000,2
Equestrian,Jumping,EJP,FEI,2000,2
Equestrian,Vaulting,EVL,FEI,2000,0
Equestrian,Driving,EDV,FEI,2000,0
Fencing,Fencing,FEN,FIE,2000,10
Field hockey,Field hockey,HOC,FIH,2000,2
Flag football,Flag football,AFB,IFAF,2000,0
Football,Football,FBL,FIFA,2000,2
Golf,Golf,GLF,IGF,2000,0
Gymnastics,Artistic,GAR,FIG,2000,14
Gymnastics,Rhythmic,GRY,FIG,2000,2
Gymnastics,Trampoline,GTR,FIG,2000,2
Handball,Indoor,HBL,IHF,2000,2
Handball,Field,HBL,IHF,2000,0
Jeu de Paume,Jeu de Paume,?,?,2000,0
Judo,Judo,JUD,IJF,2000,14
Karate,Karate,KTE,WKF,2000,0
Lacrosse,Sixes,LAX,WL,2000,0
Lacrosse,Field,LAX,WL,2000,0
Modern Pentathlon,,MPN,UIPM,2000,2
Polo,Polo,POL,FIP,2000,0
Rackets,Rackets,RQT,?,2000,0
Roque,Roque,?,?,2000,0
Rowing,Coastal,ROC,World Rowing,2000,0
Rowing,Rowing,ROW,World Rowing,2000,14
Rugby,Sevens,RU7,World Rugby,2000,0
Rugby,Union,RUG,World Rugby,2000,0
Sailing,Sailing,SAL,World Sailing,2000,11
Shooting,Shooting,SHO,ISSF,2000,17
Skateboarding,Skateboarding,SKB,World Skate,2000,0
Sport Climbing,Sport Climbing,CLB,IFSC,2000,0
Squash,Squash,SQU,WSF,2000,0
Surfing,Surfing,SRF,ISA,2000,0
Table Tennis,Table Tennis,TTE,ITTF,2000,4
Taekwondo,Taekwondo,TKW,World Taekwondo,2000,8
Tennis,Tennis,TEN,ITF,2000,4
